Castlevania.nsf track=4 framerate=60
Square1(963)
time dur note vol
0.000 0.100 D4 6
0.200 0.100 D4 6
0.400 0.100 G4 6
0.600 0.100 D4 6
0.800 0.100 G4 6
1.000 0.100 D4 6
1.200 0.100 F4 6
1.300 0.100 G4 6
1.600 0.100 D4 6
1.800 0.100 D4 6
2.000 0.100 G4 6
2.200 0.100 D4 6
2.400 0.100 G4 6
2.600 0.100 D4 6
2.800 0.100 F4 6
2.900 0.100 G4 6
3.200 0.100 D4 6
3.400 0.100 D4 6
3.600 0.100 G4 6
3.800 0.100 D4 6
4.000 0.100 G4 6
4.200 0.100 D4 6
4.400 0.100 F4 6
4.500 0.100 G4 6
4.800 0.100 D4 6
5.000 0.100 D4 6
5.200 0.100 G4 6
5.400 0.100 D4 6
5.600 0.100 G4 6
5.800 0.100 D4 6
6.000 0.100 F4 6
6.100 0.100 G4 6
6.400 0.583 D4 6
7.000 0.783 G4 6
7.800 0.100 F4 6
7.900 0.100 G4 6
8.000 0.583 A4 6
8.600 0.583 G4 6
9.200 0.383 F4 6
9.600 0.583 D#4 6
10.200 0.583 D4 6
10.800 0.383 C#4 6
11.300 0.300 D4 5
11.600 0.300 A4 5
11.900 0.900 D5 5
12.800 0.583 D4 6
13.400 0.783 G4 6
14.200 0.100 F4 6
14.300 0.100 G4 6
14.400 0.583 A4 6
15.000 0.583 G4 6
15.600 0.383 F4 6
16.000 0.583 D#4 6
16.600 0.583 D4 6
17.200 0.383 C#4 6
17.700 0.300 D4 5
18.000 0.300 A4 5
18.300 0.900 D5 5
19.200 0.300 G5 5
19.500 0.300 D5 5
19.800 0.267 G5 3
20.100 0.267 D5 3
20.400 0.200 G5 5
20.600 0.200 D5 5
20.800 0.300 G5 5
21.100 0.300 D5 5
21.400 0.267 G5 3
21.700 0.267 D5 3
22.000 0.200 G5 5
22.200 0.200 D5 5
22.400 0.300 G5 5
22.700 0.300 D5 5
23.000 0.267 G5 3
23.300 0.267 D5 3
23.600 0.200 G5 5
23.800 0.200 D5 5
24.000 0.300 G5 5
24.300 0.300 D5 5
24.600 0.267 G5 3
24.900 0.267 D5 3
25.200 0.200 G5 5
25.400 0.200 D5 5
25.600 0.283 D#4 4
25.900 0.283 F4 4
26.200 0.183 G4 4
26.400 0.283 F4 4
26.700 0.283 G4 4
27.000 0.183 A4 4
27.200 0.283 D#4 4
27.500 0.283 F4 4
27.800 0.183 G4 4
28.000 0.283 F4 4
28.300 0.283 G4 4
28.600 0.183 G#4 4
28.800 1.583 A4 4
30.700 0.183 D5 4
30.900 0.183 C#5 4
31.100 0.183 C5 4
31.300 0.183 B4 4
31.500 0.183 A#4 4
31.700 0.183 A4 4
31.900 0.083 G#4 4
32.000 0.100 D4 6
32.200 0.100 D4 6
32.400 0.100 G4 6
32.600 0.100 D4 6
32.800 0.100 G4 6
33.000 0.100 D4 6
33.200 0.100 F4 6
33.300 0.100 G4 6
33.600 0.100 D4 6
33.800 0.100 D4 6
34.000 0.100 G4 6
34.200 0.100 D4 6
34.400 0.100 G4 6
34.600 0.100 D4 6
34.800 0.100 F4 6
34.900 0.100 G4 6
35.200 0.100 D4 6
35.400 0.100 D4 6
35.600 0.100 G4 6
35.800 0.100 D4 6
36.000 0.100 G4 6
36.200 0.100 D4 6
36.400 0.100 F4 6
36.500 0.100 G4 6
36.800 0.100 D4 6
37.000 0.100 D4 6
37.200 0.100 G4 6
37.400 0.100 D4 6
37.600 0.100 G4 6
37.800 0.100 D4 6
38.000 0.100 F4 6
38.100 0.100 G4 6
38.400 0.583 D4 6
39.000 0.783 G4 6
39.800 0.100 F4 6
39.900 0.100 G4 6
40.000 0.583 A4 6
40.600 0.583 G4 6
41.200 0.383 F4 6
41.600 0.583 D#4 6
42.200 0.583 D4 6
42.800 0.383 C#4 6
43.300 0.300 D4 5
43.600 0.300 A4 5
43.900 0.900 D5 5
44.800 0.583 D4 6
45.400 0.783 G4 6
